Design: eSRAM_eNVM_access_top
Fam: IGLOO2
Die: PA4MGL1000
Pkg: fg484
Debug: 0
ProbePoint: Net=eSRAM_eNVM_access_0/CCC_0/GL0_INST/U0_YNn Inst=eSRAM_eNVM_access_0/CCC_0/GL0_INST/U0 Pin=YNn Type=GB PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_access_0/CORERESETP_0/MSS_HPMS_READY_int_RNISI68/U0_YNn Inst=eSRAM_eNVM_access_0/CORERESETP_0/MSS_HPMS_READY_int_RNISI68/U0 Pin=YNn Type=GB PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_READ Inst=eSRAM_eNVM_RW_0/READ Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_WRITE Inst=eSRAM_eNVM_RW_0/WRITE Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_ADDR[2] Inst=eSRAM_eNVM_RW_0/addr_temp[2] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[0] Inst=eSRAM_eNVM_RW_0/data[0] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[1] Inst=eSRAM_eNVM_RW_0/data[1] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[2] Inst=eSRAM_eNVM_RW_0/data[2] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[3] Inst=eSRAM_eNVM_RW_0/data[3] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[4] Inst=eSRAM_eNVM_RW_0/data[4] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[5] Inst=eSRAM_eNVM_RW_0/data[5] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[6] Inst=eSRAM_eNVM_RW_0/data[6] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[7] Inst=eSRAM_eNVM_RW_0/data[7] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[8] Inst=eSRAM_eNVM_RW_0/data[8] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[9] Inst=eSRAM_eNVM_RW_0/data[9] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[10] Inst=eSRAM_eNVM_RW_0/data[10] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[11] Inst=eSRAM_eNVM_RW_0/data[11] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[12] Inst=eSRAM_eNVM_RW_0/data[12] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[13] Inst=eSRAM_eNVM_RW_0/data[13] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[14] Inst=eSRAM_eNVM_RW_0/data[14] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[15] Inst=eSRAM_eNVM_RW_0/data[15] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[16] Inst=eSRAM_eNVM_RW_0/data[16] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[17] Inst=eSRAM_eNVM_RW_0/data[17] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[18] Inst=eSRAM_eNVM_RW_0/data[18] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[19] Inst=eSRAM_eNVM_RW_0/data[19] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[20] Inst=eSRAM_eNVM_RW_0/data[20] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[21] Inst=eSRAM_eNVM_RW_0/data[21] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[22] Inst=eSRAM_eNVM_RW_0/data[22] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[23] Inst=eSRAM_eNVM_RW_0/data[23] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[24] Inst=eSRAM_eNVM_RW_0/data[24] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[25] Inst=eSRAM_eNVM_RW_0/data[25] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[26] Inst=eSRAM_eNVM_RW_0/data[26] Pin=Q Type=SEQ PkgPin= Port=
ProbePoint: Net=eSRAM_eNVM_RW_0_DATAOUT[27] Inst=eSRAM_eNVM_RW_0/data[27] Pin=Q Type=SEQ PkgPin= Port=
